,Unnamed: 0,name,id_x,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_y,uri,track_href,analysis_url,duration_ms,time_signature
345,345,Delicate,6NFyWDv5CjfwuzoCkw47Xf,reputation,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,audio_features,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,232253,4
346,346,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,reputation,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,audio_features,1P17dC1amhFzptugyAO7Il,spotify:track:1P17dC1amhFzptugyAO7Il,https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il,https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il,211853,4
347,347,So It Goes...,5PxFv9yJEg9dxvbZggykro,reputation,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,audio_features,5PxFv9yJEg9dxvbZggykro,spotify:track:5PxFv9yJEg9dxvbZggykro,https://api.spotify.com/v1/tracks/5PxFv9yJEg9dxvbZggykro,https://api.spotify.com/v1/audio-analysis/5PxFv9yJEg9dxvbZggykro,227907,4
348,348,Gorgeous,1ZY1PqizIl78geGM4xWlEA,reputation,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,audio_features,1ZY1PqizIl78geGM4xWlEA,spotify:track:1ZY1PqizIl78geGM4xWlEA,https://api.spotify.com/v1/tracks/1ZY1PqizIl78geGM4xWlEA,https://api.spotify.com/v1/audio-analysis/1ZY1PqizIl78geGM4xWlEA,209680,4
349,349,Getaway Car,0VE4kBnHJUgtMf0dy6DRmW,reputation,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,audio_features,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW,233627,4
350,350,King Of My Heart,7HuBDWi18s4aJM8UFnNheH,reputation,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,audio_features,7HuBDWi18s4aJM8UFnNheH,spotify:track:7HuBDWi18s4aJM8UFnNheH,https://api.spotify.com/v1/tracks/7HuBDWi18s4aJM8UFnNheH,https://api.spotify.com/v1/audio-analysis/7HuBDWi18s4aJM8UFnNheH,214320,4
351,351,Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz,reputation,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,audio_features,7I7JbDv63ZJJsSi24DyJrz,spotify:track:7I7JbDv63ZJJsSi24DyJrz,https://api.spotify.com/v1/tracks/7I7JbDv63ZJJsSi24DyJrz,https://api.spotify.com/v1/audio-analysis/7I7JbDv63ZJJsSi24DyJrz,211507,4
352,352,Dress,6oVxXO5oQ4pTpO8RSnkzvv,reputation,0.719,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.169,0.0851,120.085,audio_features,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,https://api.spotify.com/v1/tracks/6oVxXO5oQ4pTpO8RSnkzvv,https://api.spotify.com/v1/audio-analysis/6oVxXO5oQ4pTpO8RSnkzvv,230373,4
353,353,This Is Why We Can't Have Nice Things,07NxDD1iKCHbAldceD7QLP,reputation,0.567,0.789,5,-5.986,1,0.115,0.0156,0.0,0.382,0.438,163.96,audio_features,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,https://api.spotify.com/v1/tracks/07NxDD1iKCHbAldceD7QLP,https://api.spotify.com/v1/audio-analysis/07NxDD1iKCHbAldceD7QLP,207133,4
354,354,Call It What You Want,1GwMQaZz6Au3QLDbjbMdme,reputation,0.598,0.504,9,-9.874,1,0.0731,0.186,0.000221,0.34,0.252,163.954,audio_features,1GwMQaZz6Au3QLDbjbMdme,spotify:track:1GwMQaZz6Au3QLDbjbMdme,https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme,https://api.spotify.com/v1/audio-analysis/1GwMQaZz6Au3QLDbjbMdme,203507,4
355,355,New Year’s Day,7F5oktn5YOsR9eR5YsFtqb,reputation,0.661,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,audio_features,7F5oktn5YOsR9eR5YsFtqb,spotify:track:7F5oktn5YOsR9eR5YsFtqb,https://api.spotify.com/v1/tracks/7F5oktn5YOsR9eR5YsFtqb,https://api.spotify.com/v1/audio-analysis/7F5oktn5YOsR9eR5YsFtqb,235467,4
356,356,All Too Well,00vJzaoxM3Eja1doBUhX0P,reputation Stadium Tour Surprise Song Playlist,0.463,0.605,0,-7.803,1,0.0293,0.0448,0.000334,0.128,0.317,186.113,audio_features,00vJzaoxM3Eja1doBUhX0P,spotify:track:00vJzaoxM3Eja1doBUhX0P,https://api.spotify.com/v1/tracks/00vJzaoxM3Eja1doBUhX0P,https://api.spotify.com/v1/audio-analysis/00vJzaoxM3Eja1doBUhX0P,329160,4
357,357,Wildest Dreams,22C0JIVhFaczZ4t9heqREN,reputation Stadium Tour Surprise Song Playlist,0.55,0.688,8,-7.416,1,0.0904,0.0703,0.00138,0.106,0.461,139.998,audio_features,22C0JIVhFaczZ4t9heqREN,spotify:track:22C0JIVhFaczZ4t9heqREN,https://api.spotify.com/v1/tracks/22C0JIVhFaczZ4t9heqREN,https://api.spotify.com/v1/audio-analysis/22C0JIVhFaczZ4t9heqREN,220440,4
358,358,The Best Day,7APTsjmZbj7TFXQJAiRti4,reputation Stadium Tour Surprise Song Playlist,0.668,0.448,1,-8.567,1,0.0285,0.638,4.1e-06,0.158,0.386,126.066,audio_features,7APTsjmZbj7TFXQJAiRti4,spotify:track:7APTsjmZbj7TFXQJAiRti4,https://api.spotify.com/v1/tracks/7APTsjmZbj7TFXQJAiRti4,https://api.spotify.com/v1/audio-analysis/7APTsjmZbj7TFXQJAiRti4,246307,4
359,359,Red,4V9NuhKQcUFt4cgbynHV79,reputation Stadium Tour Surprise Song Playlist,0.605,0.899,1,-4.273,0,0.0423,0.0779,0.000124,0.0911,0.647,124.982,audio_features,4V9NuhKQcUFt4cgbynHV79,spotify:track:4V9NuhKQcUFt4cgbynHV79,https://api.spotify.com/v1/tracks/4V9NuhKQcUFt4cgbynHV79,https://api.spotify.com/v1/audio-analysis/4V9NuhKQcUFt4cgbynHV79,223093,4
360,360,Holy Ground,4hCZk6WJBFQeG3P7WsyntI,reputation Stadium Tour Surprise Song Playlist,0.627,0.816,4,-6.698,1,0.0774,0.0159,0.0022,0.0965,0.648,157.043,audio_features,4hCZk6WJBFQeG3P7WsyntI,spotify:track:4hCZk6WJBFQeG3P7WsyntI,https://api.spotify.com/v1/tracks/4hCZk6WJBFQeG3P7WsyntI,https://api.spotify.com/v1/audio-analysis/4hCZk6WJBFQeG3P7WsyntI,202960,4
361,361,Teardrops On My Guitar - Radio Single Remix,7eGeUVeCEvEQrivmjl9Qn3,reputation Stadium Tour Surprise Song Playlist,0.626,0.427,10,-6.993,1,0.0234,0.315,0.0,0.138,0.265,99.962,audio_features,7eGeUVeCEvEQrivmjl9Qn3,spotify:track:7eGeUVeCEvEQrivmjl9Qn3,https://api.spotify.com/v1/tracks/7eGeUVeCEvEQrivmjl9Qn3,https://api.spotify.com/v1/audio-analysis/7eGeUVeCEvEQrivmjl9Qn3,204707,4
362,362,Our Song,7qGr3rjRhndRIpFUA5f2HJ,reputation Stadium Tour Surprise Song Playlist,0.545,0.663,2,-5.05,1,0.0363,0.114,0.0,0.321,0.565,178.016,audio_features,7qGr3rjRhndRIpFUA5f2HJ,spotify:track:7qGr3rjRhndRIpFUA5f2HJ,https://api.spotify.com/v1/tracks/7qGr3rjRhndRIpFUA5f2HJ,https://api.spotify.com/v1/audio-analysis/7qGr3rjRhndRIpFUA5f2HJ,203440,4
363,363,22,2P5gfMtCcKP0CkmgqFMyPg,reputation Stadium Tour Surprise Song Playlist,0.66,0.732,7,-6.565,1,0.0379,0.00254,0.00146,0.0473,0.677,104.009,audio_features,2P5gfMtCcKP0CkmgqFMyPg,spotify:track:2P5gfMtCcKP0CkmgqFMyPg,https://api.spotify.com/v1/tracks/2P5gfMtCcKP0CkmgqFMyPg,https://api.spotify.com/v1/audio-analysis/2P5gfMtCcKP0CkmgqFMyPg,232120,4
364,364,I Knew You Were Trouble.,2o2IVjuqRkR9hJxtPjtAP0,reputation Stadium Tour Surprise Song Playlist,0.536,0.464,6,-6.761,1,0.0412,0.00476,2.74e-06,0.0358,0.666,77.318,audio_features,2o2IVjuqRkR9hJxtPjtAP0,spotify:track:2o2IVjuqRkR9hJxtPjtAP0,https://api.spotify.com/v1/tracks/2o2IVjuqRkR9hJxtPjtAP0,https://api.spotify.com/v1/audio-analysis/2o2IVjuqRkR9hJxtPjtAP0,219720,4
365,365,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,reputation Stadium Tour Surprise Song Playlist,0.73,0.444,0,-8.418,1,0.0538,0.059,1.8e-05,0.14,0.106,117.979,audio_features,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/tracks/55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/audio-analysis/55n9yjI6qqXh5F2mYvUc2y,247160,4
366,366,Mean,5rcHBt2aNcGFWW0jaAUe1L,reputation Stadium Tour Surprise Song Playlist,0.576,0.755,4,-3.982,1,0.0427,0.449,0.0,0.223,0.791,163.884,audio_features,5rcHBt2aNcGFWW0jaAUe1L,spotify:track:5rcHBt2aNcGFWW0jaAUe1L,https://api.spotify.com/v1/tracks/5rcHBt2aNcGFWW0jaAUe1L,https://api.spotify.com/v1/audio-analysis/5rcHBt2aNcGFWW0jaAUe1L,238693,4
367,367,How You Get The Girl,3aSYZ4upQ6OSNos26YeVWL,reputation Stadium Tour Surprise Song Playlist,0.764,0.657,5,-6.112,1,0.0503,0.00363,0.00899,0.0918,0.546,119.995,audio_features,3aSYZ4upQ6OSNos26YeVWL,spotify:track:3aSYZ4upQ6OSNos26YeVWL,https://api.spotify.com/v1/tracks/3aSYZ4upQ6OSNos26YeVWL,https://api.spotify.com/v1/audio-analysis/3aSYZ4upQ6OSNos26YeVWL,247533,4
368,368,So It Goes...,41T04yafZVrjNq2FqvLtId,reputation Stadium Tour Surprise Song Playlist,0.578,0.61,2,-7.283,1,0.0676,0.122,1.1e-06,0.13,0.371,74.996,audio_features,41T04yafZVrjNq2FqvLtId,spotify:track:41T04yafZVrjNq2FqvLtId,https://api.spotify.com/v1/tracks/41T04yafZVrjNq2FqvLtId,https://api.spotify.com/v1/audio-analysis/41T04yafZVrjNq2FqvLtId,227907,4
369,369,Fifteen,0H2UD0LfSCiRr59YMGlCuS,reputation Stadium Tour Surprise Song Playlist,0.549,0.63,7,-4.436,1,0.027,0.07,0.0,0.138,0.217,95.124,audio_features,0H2UD0LfSCiRr59YMGlCuS,spotify:track:0H2UD0LfSCiRr59YMGlCuS,https://api.spotify.com/v1/tracks/0H2UD0LfSCiRr59YMGlCuS,https://api.spotify.com/v1/audio-analysis/0H2UD0LfSCiRr59YMGlCuS,295320,4
370,370,Mine,6FmJKLpyCt42nP2IOVEVc2,reputation Stadium Tour Surprise Song Playlist,0.622,0.781,7,-2.945,1,0.0302,0.00311,3.1e-06,0.187,0.662,121.029,audio_features,6FmJKLpyCt42nP2IOVEVc2,spotify:track:6FmJKLpyCt42nP2IOVEVc2,https://api.spotify.com/v1/tracks/6FmJKLpyCt42nP2IOVEVc2,https://api.spotify.com/v1/audio-analysis/6FmJKLpyCt42nP2IOVEVc2,231867,4
371,371,Sparks Fly,5h2sBwpUSAndjObfU3ti2r,reputation Stadium Tour Surprise Song Playlist,0.61,0.782,5,-2.98,1,0.0309,0.041,0.0,0.16,0.399,114.974,audio_features,5h2sBwpUSAndjObfU3ti2r,spotify:track:5h2sBwpUSAndjObfU3ti2r,https://api.spotify.com/v1/tracks/5h2sBwpUSAndjObfU3ti2r,https://api.spotify.com/v1/audio-analysis/5h2sBwpUSAndjObfU3ti2r,262920,4
372,372,State Of Grace,0YRGTdfmJPALpglAaraYUr,reputation Stadium Tour Surprise Song Playlist,0.591,0.828,4,-5.895,1,0.0333,0.000182,0.00115,0.0879,0.383,129.958,audio_features,0YRGTdfmJPALpglAaraYUr,spotify:track:0YRGTdfmJPALpglAaraYUr,https://api.spotify.com/v1/tracks/0YRGTdfmJPALpglAaraYUr,https://api.spotify.com/v1/audio-analysis/0YRGTdfmJPALpglAaraYUr,295720,4
373,373,Haunted,6CB7DczrX9ZJB9Wkjegmaq,reputation Stadium Tour Surprise Song Playlist,0.43,0.948,5,-2.622,1,0.0605,0.0655,0.0,0.0612,0.371,162.026,audio_features,6CB7DczrX9ZJB9Wkjegmaq,spotify:track:6CB7DczrX9ZJB9Wkjegmaq,https://api.spotify.com/v1/tracks/6CB7DczrX9ZJB9Wkjegmaq,https://api.spotify.com/v1/audio-analysis/6CB7DczrX9ZJB9Wkjegmaq,245413,4
374,374,Never Grow Up,1UPDfqsVIZLEiZeMuUsni2,reputation Stadium Tour Surprise Song Playlist,0.714,0.309,2,-8.828,1,0.0302,0.824,0.0,0.136,0.546,124.892,audio_features,1UPDfqsVIZLEiZeMuUsni2,spotify:track:1UPDfqsVIZLEiZeMuUsni2,https://api.spotify.com/v1/tracks/1UPDfqsVIZLEiZeMuUsni2,https://api.spotify.com/v1/audio-analysis/1UPDfqsVIZLEiZeMuUsni2,292920,4
375,375,Treacherous,0r3U7SOcoj4DIEyN44Lt5z,reputation Stadium Tour Surprise Song Playlist,0.704,0.621,2,-8.086,1,0.0334,0.101,4.3e-06,0.14,0.395,109.996,audio_features,0r3U7SOcoj4DIEyN44Lt5z,spotify:track:0r3U7SOcoj4DIEyN44Lt5z,https://api.spotify.com/v1/tracks/0r3U7SOcoj4DIEyN44Lt5z,https://api.spotify.com/v1/audio-analysis/0r3U7SOcoj4DIEyN44Lt5z,242760,4
376,376,Babe,40PXEOFLJc7UIpLMrhSfW1,reputation Stadium Tour Surprise Song Playlist,0.577,0.785,1,-3.266,0,0.102,0.0221,0.0,0.125,0.647,171.78,audio_features,40PXEOFLJc7UIpLMrhSfW1,spotify:track:40PXEOFLJc7UIpLMrhSfW1,https://api.spotify.com/v1/tracks/40PXEOFLJc7UIpLMrhSfW1,https://api.spotify.com/v1/audio-analysis/40PXEOFLJc7UIpLMrhSfW1,215107,4
377,377,Welcome To New York,3YLA3NgzFRRa7LiHMtFPby,reputation Stadium Tour Surprise Song Playlist,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.69e-06,0.302,0.658,117.0,audio_features,3YLA3NgzFRRa7LiHMtFPby,spotify:track:3YLA3NgzFRRa7LiHMtFPby,https://api.spotify.com/v1/tracks/3YLA3NgzFRRa7LiHMtFPby,https://api.spotify.com/v1/audio-analysis/3YLA3NgzFRRa7LiHMtFPby,212600,4
378,378,Fearless,43sE2O3skbGBpT2tO6fzv9,reputation Stadium Tour Surprise Song Playlist,0.603,0.717,5,-4.401,1,0.0272,0.0381,0.0,0.307,0.429,100.163,audio_features,43sE2O3skbGBpT2tO6fzv9,spotify:track:43sE2O3skbGBpT2tO6fzv9,https://api.spotify.com/v1/tracks/43sE2O3skbGBpT2tO6fzv9,https://api.spotify.com/v1/audio-analysis/43sE2O3skbGBpT2tO6fzv9,242973,4
379,379,Enchanted,5lg33MHs1BoUtJVClw8ZpI,reputation Stadium Tour Surprise Song Playlist,0.536,0.629,8,-3.907,1,0.0275,0.0707,0.00117,0.158,0.222,81.963,audio_features,5lg33MHs1BoUtJVClw8ZpI,spotify:track:5lg33MHs1BoUtJVClw8ZpI,https://api.spotify.com/v1/tracks/5lg33MHs1BoUtJVClw8ZpI,https://api.spotify.com/v1/audio-analysis/5lg33MHs1BoUtJVClw8ZpI,353253,4
380,380,Change,5PSOWHll3h3Vy226xSJk0M,reputation Stadium Tour Surprise Song Playlist,0.543,0.764,5,-4.206,1,0.0377,0.00418,0.0,0.111,0.233,95.999,audio_features,5PSOWHll3h3Vy226xSJk0M,spotify:track:5PSOWHll3h3Vy226xSJk0M,https://api.spotify.com/v1/tracks/5PSOWHll3h3Vy226xSJk0M,https://api.spotify.com/v1/audio-analysis/5PSOWHll3h3Vy226xSJk0M,281053,4
381,381,Ours,0V3SNHDka1JSCP71HAzpxw,reputation Stadium Tour Surprise Song Playlist,0.609,0.56,0,-7.392,1,0.0279,0.469,0.0,0.087,0.228,159.838,audio_features,0V3SNHDka1JSCP71HAzpxw,spotify:track:0V3SNHDka1JSCP71HAzpxw,https://api.spotify.com/v1/tracks/0V3SNHDka1JSCP71HAzpxw,https://api.spotify.com/v1/audio-analysis/0V3SNHDka1JSCP71HAzpxw,239347,4
382,382,Out Of The Woods,0GmfiNHSgkKamYgQEMYOH3,reputation Stadium Tour Surprise Song Playlist,0.553,0.841,7,-6.937,1,0.0397,0.000743,1.07e-05,0.341,0.339,91.999,audio_features,0GmfiNHSgkKamYgQEMYOH3,spotify:track:0GmfiNHSgkKamYgQEMYOH3,https://api.spotify.com/v1/tracks/0GmfiNHSgkKamYgQEMYOH3,https://api.spotify.com/v1/audio-analysis/0GmfiNHSgkKamYgQEMYOH3,235800,4
383,383,Come Back...Be Here,5hiqtrACtMJkNpaNHj0n9Z,reputation Stadium Tour Surprise Song Playlist,0.486,0.548,4,-6.291,1,0.0256,0.00471,2.06e-06,0.0997,0.22,79.873,audio_features,5hiqtrACtMJkNpaNHj0n9Z,spotify:track:5hiqtrACtMJkNpaNHj0n9Z,https://api.spotify.com/v1/tracks/5hiqtrACtMJkNpaNHj0n9Z,https://api.spotify.com/v1/audio-analysis/5hiqtrACtMJkNpaNHj0n9Z,223920,4
384,384,A Place in this World,2RSYYe7LhKFxIi50T5XtUo,reputation Stadium Tour Surprise Song Playlist,0.573,0.767,9,-2.929,1,0.0323,0.0576,0.0,0.327,0.438,114.985,audio_features,2RSYYe7LhKFxIi50T5XtUo,spotify:track:2RSYYe7LhKFxIi50T5XtUo,https://api.spotify.com/v1/tracks/2RSYYe7LhKFxIi50T5XtUo,https://api.spotify.com/v1/audio-analysis/2RSYYe7LhKFxIi50T5XtUo,202080,4
385,385,This Love,64KRxmbqypPBlya4nxFmDn,reputation Stadium Tour Surprise Song Playlist,0.48,0.435,4,-8.795,1,0.0319,0.679,0.0,0.0928,0.108,143.942,audio_features,64KRxmbqypPBlya4nxFmDn,spotify:track:64KRxmbqypPBlya4nxFmDn,https://api.spotify.com/v1/tracks/64KRxmbqypPBlya4nxFmDn,https://api.spotify.com/v1/audio-analysis/64KRxmbqypPBlya4nxFmDn,250093,4
386,386,The Lucky One,24ksPWXKg1k7OOG57pufED,reputation Stadium Tour Surprise Song Playlist,0.706,0.505,4,-7.639,1,0.0358,0.0352,0.0,0.13,0.561,117.935,audio_features,24ksPWXKg1k7OOG57pufED,spotify:track:24ksPWXKg1k7OOG57pufED,https://api.spotify.com/v1/tracks/24ksPWXKg1k7OOG57pufED,https://api.spotify.com/v1/audio-analysis/24ksPWXKg1k7OOG57pufED,240267,4
387,387,Invisible,0kqC185OTcnuhbz4T7g5RB,reputation Stadium Tour Surprise Song Playlist,0.608,0.384,7,-5.732,1,0.0246,0.56,0.0,0.165,0.217,95.963,audio_features,0kqC185OTcnuhbz4T7g5RB,spotify:track:0kqC185OTcnuhbz4T7g5RB,https://api.spotify.com/v1/tracks/0kqC185OTcnuhbz4T7g5RB,https://api.spotify.com/v1/audio-analysis/0kqC185OTcnuhbz4T7g5RB,205853,4
388,388,Breathe,3oxgFdIlxFEDEJqn7k5TVN,reputation Stadium Tour Surprise Song Playlist,0.442,0.48,1,-7.405,1,0.0281,0.416,0.0,0.129,0.167,73.849,audio_features,3oxgFdIlxFEDEJqn7k5TVN,spotify:track:3oxgFdIlxFEDEJqn7k5TVN,https://api.spotify.com/v1/tracks/3oxgFdIlxFEDEJqn7k5TVN,https://api.spotify.com/v1/audio-analysis/3oxgFdIlxFEDEJqn7k5TVN,264947,4
389,389,Better Man,3EXetjrGgwIjDRNn6YA8sa,reputation Stadium Tour Surprise Song Playlist,0.503,0.844,5,-3.648,1,0.0379,0.121,0.0,0.0974,0.508,143.941,audio_features,3EXetjrGgwIjDRNn6YA8sa,spotify:track:3EXetjrGgwIjDRNn6YA8sa,https://api.spotify.com/v1/tracks/3EXetjrGgwIjDRNn6YA8sa,https://api.spotify.com/v1/audio-analysis/3EXetjrGgwIjDRNn6YA8sa,263613,4
390,390,Jump Then Fall,5zytSTR2g0I9psX2Z12ex6,reputation Stadium Tour Surprise Song Playlist,0.617,0.699,2,-5.712,1,0.0271,0.113,0.0,0.074,0.827,79.979,audio_features,5zytSTR2g0I9psX2Z12ex6,spotify:track:5zytSTR2g0I9psX2Z12ex6,https://api.spotify.com/v1/tracks/5zytSTR2g0I9psX2Z12ex6,https://api.spotify.com/v1/audio-analysis/5zytSTR2g0I9psX2Z12ex6,238093,4
391,391,Begin Again,2G679wnKfyhUOeNx910OXg,reputation Stadium Tour Surprise Song Playlist,0.516,0.526,7,-8.349,1,0.0269,0.197,3.49e-06,0.14,0.312,78.985,audio_features,2G679wnKfyhUOeNx910OXg,spotify:track:2G679wnKfyhUOeNx910OXg,https://api.spotify.com/v1/tracks/2G679wnKfyhUOeNx910OXg,https://api.spotify.com/v1/audio-analysis/2G679wnKfyhUOeNx910OXg,239427,4
392,392,Tied Together with a Smile,4qNEi8zGIYLiMtoW8OaJdx,reputation Stadium Tour Surprise Song Playlist,0.478,0.547,2,-4.948,1,0.0275,0.523,0.0,0.0728,0.238,146.134,audio_features,4qNEi8zGIYLiMtoW8OaJdx,spotify:track:4qNEi8zGIYLiMtoW8OaJdx,https://api.spotify.com/v1/tracks/4qNEi8zGIYLiMtoW8OaJdx,https://api.spotify.com/v1/audio-analysis/4qNEi8zGIYLiMtoW8OaJdx,251213,4
393,393,The Story Of Us,2fF3QzbGCrtrDXIdWcg1mv,reputation Stadium Tour Surprise Song Playlist,0.547,0.807,4,-3.63,1,0.0398,0.00556,0.000318,0.0588,0.645,139.911,audio_features,2fF3QzbGCrtrDXIdWcg1mv,spotify:track:2fF3QzbGCrtrDXIdWcg1mv,https://api.spotify.com/v1/tracks/2fF3QzbGCrtrDXIdWcg1mv,https://api.spotify.com/v1/audio-analysis/2fF3QzbGCrtrDXIdWcg1mv,267653,4
394,394,Forever & Always,0QCS4NpURHvWdF1icdkfBw,reputation Stadium Tour Surprise Song Playlist,0.607,0.829,10,-5.02,1,0.0587,0.0805,0.0,0.207,0.521,128.055,audio_features,0QCS4NpURHvWdF1icdkfBw,spotify:track:0QCS4NpURHvWdF1icdkfBw,https://api.spotify.com/v1/tracks/0QCS4NpURHvWdF1icdkfBw,https://api.spotify.com/v1/audio-analysis/0QCS4NpURHvWdF1icdkfBw,226293,4
395,395,Hey Stephen,0TYJbIHBtmWy9ugtU9BcbE,reputation Stadium Tour Surprise Song Playlist,0.843,0.541,6,-7.361,1,0.0318,0.191,1.93e-06,0.108,0.839,116.002,audio_features,0TYJbIHBtmWy9ugtU9BcbE,spotify:track:0TYJbIHBtmWy9ugtU9BcbE,https://api.spotify.com/v1/tracks/0TYJbIHBtmWy9ugtU9BcbE,https://api.spotify.com/v1/audio-analysis/0TYJbIHBtmWy9ugtU9BcbE,256040,4
396,396,Speak Now,1XLc4irbX7oQSneh6gWv3O,reputation Stadium Tour Surprise Song Playlist,0.712,0.603,7,-3.753,1,0.0304,0.0991,0.0,0.102,0.714,118.979,audio_features,1XLc4irbX7oQSneh6gWv3O,spotify:track:1XLc4irbX7oQSneh6gWv3O,https://api.spotify.com/v1/tracks/1XLc4irbX7oQSneh6gWv3O,https://api.spotify.com/v1/audio-analysis/1XLc4irbX7oQSneh6gWv3O,243347,4
397,397,Wonderland,0eTCaVOYLpJlSkbEi2jay4,reputation Stadium Tour Surprise Song Playlist,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.019,audio_features,0eTCaVOYLpJlSkbEi2jay4,spotify:track:0eTCaVOYLpJlSkbEi2jay4,https://api.spotify.com/v1/tracks/0eTCaVOYLpJlSkbEi2jay4,https://api.spotify.com/v1/audio-analysis/0eTCaVOYLpJlSkbEi2jay4,245560,4
398,398,White Horse,4RMfSYDFkcz0bKoK8fHDgR,reputation Stadium Tour Surprise Song Playlist,0.578,0.348,0,-8.066,1,0.0257,0.311,0.0,0.1,0.218,92.671,audio_features,4RMfSYDFkcz0bKoK8fHDgR,spotify:track:4RMfSYDFkcz0bKoK8fHDgR,https://api.spotify.com/v1/tracks/4RMfSYDFkcz0bKoK8fHDgR,https://api.spotify.com/v1/audio-analysis/4RMfSYDFkcz0bKoK8fHDgR,235400,4
399,399,I'm Only Me When I'm With You,6Py8IKZqDyU8aQVrjilbJw,reputation Stadium Tour Surprise Song Playlist,0.556,0.933,8,-3.685,1,0.0719,0.00454,0.000462,0.101,0.521,143.929,audio_features,6Py8IKZqDyU8aQVrjilbJw,spotify:track:6Py8IKZqDyU8aQVrjilbJw,https://api.spotify.com/v1/tracks/6Py8IKZqDyU8aQVrjilbJw,https://api.spotify.com/v1/audio-analysis/6Py8IKZqDyU8aQVrjilbJw,215600,4
400,400,Starlight,7txpzmA69zyk50K3ZyZSzC,reputation Stadium Tour Surprise Song Playlist,0.649,0.779,9,-5.798,1,0.0391,0.0186,0.000474,0.234,0.617,126.014,audio_features,7txpzmA69zyk50K3ZyZSzC,spotify:track:7txpzmA69zyk50K3ZyZSzC,https://api.spotify.com/v1/tracks/7txpzmA69zyk50K3ZyZSzC,https://api.spotify.com/v1/audio-analysis/7txpzmA69zyk50K3ZyZSzC,220600,4
401,401,I Know Places,3qGLcmO0XnnrcpAQGZwTvA,reputation Stadium Tour Surprise Song Playlist,0.603,0.755,0,-4.991,1,0.0709,0.243,0.0,0.178,0.496,159.971,audio_features,3qGLcmO0XnnrcpAQGZwTvA,spotify:track:3qGLcmO0XnnrcpAQGZwTvA,https://api.spotify.com/v1/tracks/3qGLcmO0XnnrcpAQGZwTvA,https://api.spotify.com/v1/audio-analysis/3qGLcmO0XnnrcpAQGZwTvA,195707,4
402,402,Welcome To New York,3nRmDz7qGCvsMS30rGGY0x,1989 (Deluxe),0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,audio_features,3nRmDz7qGCvsMS30rGGY0x,spotify:track:3nRmDz7qGCvsMS30rGGY0x,https://api.spotify.com/v1/tracks/3nRmDz7qGCvsMS30rGGY0x,https://api.spotify.com/v1/audio-analysis/3nRmDz7qGCvsMS30rGGY0x,212600,4
403,403,Blank Space,1u8c2t2Cy7UBoG4ArRcF5g,1989 (Deluxe),0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,audio_features,1u8c2t2Cy7UBoG4ArRcF5g,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/tracks/1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/audio-analysis/1u8c2t2Cy7UBoG4ArRcF5g,231827,4
